Category,Region,Year,Value
Total,Buzau,2008,159.6
Total,Buzau,2009,158.2
Total,Buzau,2010,158.5
Total,Buzau,2011,159.6
Total,Buzau,2012,160.8
Total,Buzau,2013,160.4
Total,Buzau,2014,160.1
Total,Buzau,2015,160.2
Total,Buzau,2016,160.5
Total,Buzau,2017,160.5
Total,Buzau,2018,160.8
Total,Buzau,2019,160.8
Total,Constanta,1990,37.6
Total,Constanta,1991,35.5
Total,Constanta,1992,35.5
Total,Constanta,1993,35.5
Total,Constanta,1994,35.5
Total,Constanta,1995,35.5
Total,Constanta,1996,35.5
Total,Constanta,1997,35.5
Total,Constanta,1998,35.2
Total,Constanta,1999,35.3
Total,Constanta,2000,35.4
Total,Constanta,2001,35.4
Total,Constanta,2002,35.4
Total,Constanta,2003,35.4
Total,Constanta,2004,39.9
Total,Constanta,2005,39.9
Total,Constanta,2006,39.0
Total,Constanta,2007,39.0
Total,Constanta,2008,39.0
Total,Constanta,2009,38.9
Total,Constanta,2010,39.0
Total,Constanta,2011,39.0
Total,Constanta,2012,38.9
Total,Constanta,2013,38.9
Total,Constanta,2014,39.0
Total,Constanta,2015,39.1
Total,Constanta,2016,39.2
Total,Constanta,2017,39.4
Total,Constanta,2018,39.4
Total,Constanta,2019,39.5
Total,Galati,1990,36.5
Total,Galati,1991,36.5
Total,Galati,1992,36.5
Total,Galati,1993,36.5
Total,Galati,1994,36.6
Total,Galati,1995,36.4
Total,Galati,1996,36.4
Total,Galati,1997,36.2
Total,Galati,1998,36.3
Total,Galati,1999,36.3
Total,Galati,2000,36.3
Total,Galati,2001,36.3
Total,Galati,2002,36.5
Total,Galati,2003,36.5
Total,Galati,2004,37.0
Total,Galati,2005,36.9
Total,Galati,2006,36.3
Total,Galati,2007,37.1
Total,Galati,2008,37.7
Total,Galati,2009,37.7
Total,Galati,2010,37.7
Total,Galati,2011,37.6
Total,Galati,2012,37.7
Total,Galati,2013,37.1
Total,Galati,2014,37.2
Total,Galati,2015,37.2
Total,Galati,2016,37.2
Total,Galati,2017,37.1
Total,Galati,2018,37.2
Total,Galati,2019,37.1
Total,Tulcea,1990,101.8
Total,Tulcea,1991,102.0
Total,Tulcea,1992,102.0
Total,Tulcea,1993,101.8
Total,Tulcea,1994,102.1
Total,Tulcea,1995,101.6
Total,Tulcea,1996,101.6
Total,Tulcea,1997,102.2
Total,Tulcea,1998,102.2
Total,Tulcea,1999,102.2
Total,Tulcea,2000,102.2
Total,Tulcea,2001,102.2
Total,Tulcea,2002,103.0
Total,Tulcea,2003,103.0
Total,Tulcea,2004,103.3
Total,Tulcea,2005,103.8
Total,Tulcea,2006,104.2
Total,Tulcea,2007,104.2
Total,Tulcea,2008,104.2
Total,Tulcea,2009,104.5
Total,Tulcea,2010,104.6
Total,Tulcea,2011,104.6
Total,Tulcea,2012,104.6
Total,Tulcea,2013,104.6
Total,Tulcea,2014,104.8
Total,Tulcea,2015,104.9
Total,Tulcea,2016,105.0
Total,Tulcea,2017,104.9
Total,Tulcea,2018,105.0
Total,Tulcea,2019,105.0
Total,Vrancea,1990,183.4
Total,Vrancea,1991,183.2
Total,Vrancea,1992,183.3
Total,Vrancea,1993,183.1
Total,Vrancea,1994,183.1
Total,Vrancea,1995,185.5
Total,Vrancea,1996,183.5
Total,Vrancea,1997,183.9
Total,Vrancea,1998,183.7
Total,Vrancea,1999,183.7
Total,Vrancea,2000,183.6
Total,Vrancea,2001,183.8
Total,Vrancea,2002,191.7
Total,Vrancea,2003,184.0
Total,Vrancea,2004,185.8
Total,Vrancea,2005,184.5
Total,Vrancea,2006,184.2
Total,Vrancea,2007,185.2
Total,Vrancea,2008,181.7
Total,Vrancea,2009,185.2
Total,Vrancea,2010,185.2
Total,Vrancea,2011,180.7
Total,Vrancea,2012,181.5
Total,Vrancea,2013,179.2
Total,Vrancea,2014,179.3
Total,Vrancea,2015,181.2
Total,Vrancea,2016,181.1
Total,Vrancea,2017,181.3
Total,Vrancea,2018,181.3
Total,Vrancea,2019,183.0
Total,'MACROREGIUNEA TREI',1990,687.2
Total,'MACROREGIUNEA TREI',1991,686.8
Total,'MACROREGIUNEA TREI',1992,686.7
Total,'MACROREGIUNEA TREI',1993,686.1
Total,'MACROREGIUNEA TREI',1994,685.9
Total,'MACROREGIUNEA TREI',1995,687.2
Total,'MACROREGIUNEA TREI',1996,687.5
Total,'MACROREGIUNEA TREI',1997,686.8
Total,'MACROREGIUNEA TREI',1998,686.4
Total,'MACROREGIUNEA TREI',1999,686.3
Total,'MACROREGIUNEA TREI',2000,685.8
Total,'MACROREGIUNEA TREI',2001,686.0
Total,'MACROREGIUNEA TREI',2002,685.8
Total,'MACROREGIUNEA TREI',2003,682.4
Total,'MACROREGIUNEA TREI',2004,682.6
Total,'MACROREGIUNEA TREI',2005,683.7
Total,'MACROREGIUNEA TREI',2006,685.6
Total,'MACROREGIUNEA TREI',2007,683.8
Total,'MACROREGIUNEA TREI',2008,683.7
Total,'MACROREGIUNEA TREI',2009,683.3
Total,'MACROREGIUNEA TREI',2010,685.5
Total,'MACROREGIUNEA TREI',2011,685.0
Total,'MACROREGIUNEA TREI',2012,685.1
Total,'MACROREGIUNEA TREI',2013,685.1
Total,'MACROREGIUNEA TREI',2014,685.2
Total,'MACROREGIUNEA TREI',2015,685.2
Total,'MACROREGIUNEA TREI',2016,685.3
Total,'MACROREGIUNEA TREI',2017,685.9
Total,'MACROREGIUNEA TREI',2018,685.2
Total,'MACROREGIUNEA TREI',2019,685.4
Total,'Regiunea SUD-MUNTENIA',1990,660.9
Total,'Regiunea SUD-MUNTENIA',1991,666.9
Total,'Regiunea SUD-MUNTENIA',1992,660.4
Total,'Regiunea SUD-MUNTENIA',1993,659.9
Total,'Regiunea SUD-MUNTENIA',1994,659.4
Total,'Regiunea SUD-MUNTENIA',1995,660.9
Total,'Regiunea SUD-MUNTENIA',1996,661.2
Total,'Regiunea SUD-MUNTENIA',1997,660.4
Total,'Regiunea SUD-MUNTENIA',1998,660.0
Total,'Regiunea SUD-MUNTENIA',1999,660.1
Total,'Regiunea SUD-MUNTENIA',2000,659.3
Total,'Regiunea SUD-MUNTENIA',2001,659.4
Total,'Regiunea SUD-MUNTENIA',2002,659.2
Total,'Regiunea SUD-MUNTENIA',2003,655.8
Total,'Regiunea SUD-MUNTENIA',2004,656.0
Total,'Regiunea SUD-MUNTENIA',2005,657.1
Total,'Regiunea SUD-MUNTENIA',2006,659.0
Total,'Regiunea SUD-MUNTENIA',2007,657.3
Total,'Regiunea SUD-MUNTENIA',2008,657.2
Total,'Regiunea SUD-MUNTENIA',2009,657.0
Total,'Regiunea SUD-MUNTENIA',2010,659.1
Total,'Regiunea SUD-MUNTENIA',2011,658.6
Total,'Regiunea SUD-MUNTENIA',2012,658.7
Total,'Regiunea SUD-MUNTENIA',2013,658.5
Total,'Regiunea SUD-MUNTENIA',2014,658.6
Total,'Regiunea SUD-MUNTENIA',2015,658.6
Total,'Regiunea SUD-MUNTENIA',2016,658.7
Total,'Regiunea SUD-MUNTENIA',2017,659.3
Total,'Regiunea SUD-MUNTENIA',2018,658.6
Total,'Regiunea SUD-MUNTENIA',2019,658.7
Total,Arges,1990,278.0
Total,Arges,1991,278.0
Total,Arges,1992,278.1
Total,Arges,1993,277.9
Total,Arges,1994,279.4
Total,Arges,1995,280.0
Total,Arges,1996,280.0
Total,Arges,1997,279.7
Total,Arges,1998,279.6
Total,Arges,1999,279.6
Total,Arges,2000,279.1
Total,Arges,2001,279.2
Total,Arges,2002,279.3
Total,Arges,2003,276.8
Total,Arges,2004,276.9
Total,Arges,2005,276.9
Total,Arges,2006,276.9
Total,Arges,2007,277.5
Total,Arges,2008,276.8
Total,Arges,2009,276.8
Total,Arges,2010,277.0
Total,Arges,2011,276.8
Total,Arges,2012,276.8
Total,Arges,2013,276.8
Total,Arges,2014,276.8
Total,Arges,2015,276.8
Total,Arges,2016,276.8
Total,Arges,2017,277.3
Total,Arges,2018,276.7
Total,Arges,2019,276.6
Total,Calarasi,1990,21.3
Total,Calarasi,1991,21.3
Total,Calarasi,1992,21.3
Total,Calarasi,1993,21.1
Total,Calarasi,1994,20.6
Total,Calarasi,1995,21.2
Total,Calarasi,1996,21.2
Total,Calarasi,1997,21.2
Total,Calarasi,1998,21.3
Total,Calarasi,1999,21.3
Total,Calarasi,2000,21.3
Total,Calarasi,2001,21.3
Total,Calarasi,2002,21.3
Total,Calarasi,2003,21.2
Total,Calarasi,2004,21.2
Total,Calarasi,2005,21.3
Total,Calarasi,2006,21.9
Total,Calarasi,2007,21.9
Total,Calarasi,2008,21.9
Total,Calarasi,2009,22.0
Total,Calarasi,2010,21.9
Total,Calarasi,2011,21.9
Total,Calarasi,2012,22.1
Total,Calarasi,2013,22.1
Total,Calarasi,2014,22.0
Total,Calarasi,2015,22.0
Total,Calarasi,2016,22.0
Total,Calarasi,2017,22.4
Total,Calarasi,2018,22.3
Total,Calarasi,2019,22.3
Total,Dambovita,1990,118.7
Total,Dambovita,1991,118.6
Total,Dambovita,1992,118.7
Total,Dambovita,1993,118.8
Total,Dambovita,1994,118.6
Total,Dambovita,1995,118.8
Total,Dambovita,1996,118.8
Total,Dambovita,1997,118.7
Total,Dambovita,1998,118.4
Total,Dambovita,1999,118.6
Total,Dambovita,2000,118.4
Total,Dambovita,2001,118.4
Total,Dambovita,2002,118.4
Total,Dambovita,2003,118.5
Total,Dambovita,2004,118.6
Total,Dambovita,2005,118.4
Total,Dambovita,2006,119.0
Total,Dambovita,2007,118.3
Total,Dambovita,2008,118.6
Total,Dambovita,2009,117.9
Total,Dambovita,2010,119.2
Total,Dambovita,2011,119.6
Total,Dambovita,2012,119.2
Total,Dambovita,2013,119.2
Total,Dambovita,2014,119.2
Total,Dambovita,2015,119.2
Total,Dambovita,2016,119.2
Total,Dambovita,2017,119.2
Total,Dambovita,2018,119.2
Total,Dambovita,2019,119.0
Total,Giurgiu,1990,39.6
Total,Giurgiu,1991,46.0
Total,Giurgiu,1992,39.5
Total,Giurgiu,1993,39.7
Total,Giurgiu,1994,38.2
Total,Giurgiu,1995,38.2
Total,Giurgiu,1996,38.2
Total,Giurgiu,1997,38.1
Total,Giurgiu,1998,38.0
Total,Giurgiu,1999,38.1
Total,Giurgiu,2000,38.1
Total,Giurgiu,2001,38.1
Total,Giurgiu,2002,38.1
Total,Giurgiu,2003,38.0
Total,Giurgiu,2004,38.0
Total,Giurgiu,2005,38.1
Total,Giurgiu,2006,38.0
Total,Giurgiu,2007,38.1
Total,Giurgiu,2008,38.2
Total,Giurgiu,2009,38.9
Total,Giurgiu,2010,37.8
Total,Giurgiu,2011,38.1
Total,Giurgiu,2012,38.8
Total,Giurgiu,2013,38.8
Total,Giurgiu,2014,38.8
Total,Giurgiu,2015,38.9
Total,Giurgiu,2016,38.9
Total,Giurgiu,2017,38.7
Total,Giurgiu,2018,38.8
Total,Giurgiu,2019,38.9
Total,Ialomita,1990,25.8
Total,Ialomita,1991,25.8
Total,Ialomita,1992,25.7
Total,Ialomita,1993,25.7
Total,Ialomita,1994,25.7
Total,Ialomita,1995,25.8
Total,Ialomita,1996,25.7
Total,Ialomita,1997,25.7
Total,Ialomita,1998,25.7
Total,Ialomita,1999,25.7
Total,Ialomita,2000,25.7
Total,Ialomita,2001,25.7
Total,Ialomita,2002,25.9
Total,Ialomita,2003,26.0
Total,Ialomita,2004,26.0
Total,Ialomita,2005,26.0
Total,Ialomita,2006,26.2
Total,Ialomita,2007,26.1
Total,Ialomita,2008,26.1
Total,Ialomita,2009,26.0
Total,Ialomita,2010,26.0
Total,Ialomita,2011,26.1
Total,Ialomita,2012,26.3
Total,Ialomita,2013,26.2
Total,Ialomita,2014,26.2
Total,Ialomita,2015,26.2
Total,Ialomita,2016,26.2
Total,Ialomita,2017,26.1
Total,Ialomita,2018,26.1
Total,Ialomita,2019,26.1
Total,Prahova,1990,149.3
Total,Prahova,1991,149.1
Total,Prahova,1992,149.0
Total,Prahova,1993,148.6
Total,Prahova,1994,147.5
Total,Prahova,1995,147.7
Total,Prahova,1996,148.2
Total,Prahova,1997,148.1
Total,Prahova,1998,148.1
Total,Prahova,1999,148.1
Total,Prahova,2000,148.0
Total,Prahova,2001,148.0
Total,Prahova,2002,147.5
Total,Prahova,2003,146.5
Total,Prahova,2004,146.5
Total,Prahova,2005,147.7
Total,Prahova,2006,147.3
Total,Prahova,2007,146.5
Total,Prahova,2008,146.7
Total,Prahova,2009,146.5
Total,Prahova,2010,147.3
Total,Prahova,2011,147.3
Total,Prahova,2012,146.5
Total,Prahova,2013,146.5
Total,Prahova,2014,146.5
Total,Prahova,2015,146.5
Total,Prahova,2016,146.6
Total,Prahova,2017,146.5
Total,Prahova,2018,146.5
Total,Prahova,2019,146.5
Total,Teleorman,1990,28.2
Total,Teleorman,1991,28.1
Total,Teleorman,1992,28.1
Total,Teleorman,1993,28.1
Total,Teleorman,1994,29.4
Total,Teleorman,1995,29.2
Total,Teleorman,1996,29.1
Total,Teleorman,1997,28.9
Total,Teleorman,1998,28.9
Total,Teleorman,1999,28.7
Total,Teleorman,2000,28.7
Total,Teleorman,2001,28.7
Total,Teleorman,2002,28.7
Total,Teleorman,2003,28.8
Total,Teleorman,2004,28.8
Total,Teleorman,2005,28.7
Total,Teleorman,2006,29.7
Total,Teleorman,2007,28.9
Total,Teleorman,2008,28.9
Total,Teleorman,2009,28.9
Total,Teleorman,2010,29.9
Total,Teleorman,2011,28.8
Total,Teleorman,2012,29.0
Total,Teleorman,2013,28.9
Total,Teleorman,2014,29.1
Total,Teleorman,2015,29.0
Total,Teleorman,2016,29.0
Total,Teleorman,2017,29.1
Total,Teleorman,2018,29.0
Total,Teleorman,2019,29.3
Total,'Regiunea BUCURESTI - ILFOV',1990,26.3
Total,'Regiunea BUCURESTI - ILFOV',1991,19.9
Total,'Regiunea BUCURESTI - ILFOV',1992,26.3
Total,'Regiunea BUCURESTI - ILFOV',1993,26.2
Total,'Regiunea BUCURESTI - ILFOV',1994,26.5
Total,'Regiunea BUCURESTI - ILFOV',1995,26.3
Total,'Regiunea BUCURESTI - ILFOV',1996,26.3
Total,'Regiunea BUCURESTI - ILFOV',1997,26.4
Total,'Regiunea BUCURESTI - ILFOV',1998,26.4
Total,'Regiunea BUCURESTI - ILFOV',1999,26.2
Total,'Regiunea BUCURESTI - ILFOV',2000,26.5
Total,'Regiunea BUCURESTI - ILFOV',2001,26.6
Total,'Regiunea BUCURESTI - ILFOV',2002,26.6
Total,'Regiunea BUCURESTI - ILFOV',2003,26.6
Total,'Regiunea BUCURESTI - ILFOV',2004,26.6
Total,'Regiunea BUCURESTI - ILFOV',2005,26.6
Total,'Regiunea BUCURESTI - ILFOV',2006,26.6
Total,'Regiunea BUCURESTI - ILFOV',2007,26.5
Total,'Regiunea BUCURESTI - ILFOV',2008,26.5
Total,'Regiunea BUCURESTI - ILFOV',2009,26.3
Total,'Regiunea BUCURESTI - ILFOV',2010,26.4
Total,'Regiunea BUCURESTI - ILFOV',2011,26.4
Total,'Regiunea BUCURESTI - ILFOV',2012,26.4
Total,'Regiunea BUCURESTI - ILFOV',2013,26.6
Total,'Regiunea BUCURESTI - ILFOV',2014,26.6
Total,'Regiunea BUCURESTI - ILFOV',2015,26.6
Total,'Regiunea BUCURESTI - ILFOV',2016,26.6
Total,'Regiunea BUCURESTI - ILFOV',2017,26.6
Total,'Regiunea BUCURESTI - ILFOV',2018,26.6
Total,'Regiunea BUCURESTI - ILFOV',2019,26.7
Total,Ilfov,1990,26.3
Total,Ilfov,1991,19.9
Total,Ilfov,1992,26.3
Total,Ilfov,1993,26.2
Total,Ilfov,1994,26.5
Total,Ilfov,1995,26.3
Total,Ilfov,1996,26.3
Total,Ilfov,1997,26.4
Total,Ilfov,1998,26.4
Total,Ilfov,1999,26.2
Total,Ilfov,2000,26.5
Total,Ilfov,2001,26.0
Total,Ilfov,2002,26.0
Total,Ilfov,2003,26.0
Total,Ilfov,2004,26.0
Total,Ilfov,2005,26.0
Total,Ilfov,2006,26.0
Total,Ilfov,2007,25.9
Total,Ilfov,2008,25.9
Total,Ilfov,2009,25.7
Total,Ilfov,2010,25.8
Total,Ilfov,2011,25.8
Total,Ilfov,2012,25.8
Total,Ilfov,2013,26.0
Total,Ilfov,2014,26.0
Total,Ilfov,2015,26.0
Total,Ilfov,2016,26.0
Total,Ilfov,2017,26.0
Total,Ilfov,2018,26.0
Total,Ilfov,2019,26.1
Total,Bucuresti,2001,0.6
Total,Bucuresti,2002,0.6
Total,Bucuresti,2003,0.6
Total,Bucuresti,2004,0.6
Total,Bucuresti,2005,0.6
Total,Bucuresti,2006,0.6
Total,Bucuresti,2007,0.6
Total,Bucuresti,2008,0.6
Total,Bucuresti,2009,0.6
Total,Bucuresti,2010,0.6
Total,Bucuresti,2011,0.6
Total,Bucuresti,2012,0.6
Total,Bucuresti,2013,0.6
Total,Bucuresti,2014,0.6
Total,Bucuresti,2015,0.6
Total,Bucuresti,2016,0.6
Total,Bucuresti,2017,0.6
Total,Bucuresti,2018,0.6
Total,Bucuresti,2019,0.6
Total,'MACROREGIUNEA PATRU',1990,1806.7
Total,'MACROREGIUNEA PATRU',1991,1806.3
Total,'MACROREGIUNEA PATRU',1992,1806.2
Total,'MACROREGIUNEA PATRU',1993,1810.1
Total,'MACROREGIUNEA PATRU',1994,1804.7
Total,'MACROREGIUNEA PATRU',1995,1803.8
Total,'MACROREGIUNEA PATRU',1996,1803.9
Total,'MACROREGIUNEA PATRU',1997,1804.2
Total,'MACROREGIUNEA PATRU',1998,1804.6
Total,'MACROREGIUNEA PATRU',1999,1805.0
Total,'MACROREGIUNEA PATRU',2000,1804.9
Total,'MACROREGIUNEA PATRU',2001,1805.4
Total,'MACROREGIUNEA PATRU',2002,1808.3
Total,'MACROREGIUNEA PATRU',2003,1805.0
Total,'MACROREGIUNEA PATRU',2004,1806.7
Total,'MACROREGIUNEA PATRU',2005,1804.4
Total,'MACROREGIUNEA PATRU',2006,1819.5
Total,'MACROREGIUNEA PATRU',2007,1828.3
Total,'MACROREGIUNEA PATRU',2008,1828.3
Total,'MACROREGIUNEA PATRU',2009,1833.2
Total,'MACROREGIUNEA PATRU',2010,1844.5
Total,'MACROREGIUNEA PATRU',2011,1848.0
Total,'MACROREGIUNEA PATRU',2012,1850.6
Total,'MACROREGIUNEA PATRU',2013,1858.2
Total,'MACROREGIUNEA PATRU',2014,1860.9
Total,'MACROREGIUNEA PATRU',2015,1866.9
Total,'MACROREGIUNEA PATRU',2016,1867.7
Total,'MACROREGIUNEA PATRU',2017,1869.9
Total,'MACROREGIUNEA PATRU',2018,1876.7
Total,'MACROREGIUNEA PATRU',2019,1880.9
Total,'Regiunea SUD-VEST OLTENIA',1990,806.5
Total,'Regiunea SUD-VEST OLTENIA',1991,806.1
Total,'Regiunea SUD-VEST OLTENIA',1992,805.9
Total,'Regiunea SUD-VEST OLTENIA',1993,807.6
Total,'Regiunea SUD-VEST OLTENIA',1994,806.6
Total,'Regiunea SUD-VEST OLTENIA',1995,799.5
Total,'Regiunea SUD-VEST OLTENIA',1996,799.6
Total,'Regiunea SUD-VEST OLTENIA',1997,799.9
Total,'Regiunea SUD-VEST OLTENIA',1998,801.4
Total,'Regiunea SUD-VEST OLTENIA',1999,801.7
Total,'Regiunea SUD-VEST OLTENIA',2000,801.6
Total,'Regiunea SUD-VEST OLTENIA',2001,801.9
Total,'Regiunea SUD-VEST OLTENIA',2002,804.1
Total,'Regiunea SUD-VEST OLTENIA',2003,802.0
Total,'Regiunea SUD-VEST OLTENIA',2004,803.6
Total,'Regiunea SUD-VEST OLTENIA',2005,801.7
Total,'Regiunea SUD-VEST OLTENIA',2006,801.3
Total,'Regiunea SUD-VEST OLTENIA',2007,804.9
Total,'Regiunea SUD-VEST OLTENIA',2008,804.1
Total,'Regiunea SUD-VEST OLTENIA',2009,806.1
Total,'Regiunea SUD-VEST OLTENIA',2010,806.5
Total,'Regiunea SUD-VEST OLTENIA',2011,807.5
Total,'Regiunea SUD-VEST OLTENIA',2012,808.5
Total,'Regiunea SUD-VEST OLTENIA',2013,810.5
Total,'Regiunea SUD-VEST OLTENIA',2014,811.3
Total,'Regiunea SUD-VEST OLTENIA',2015,812.8
Total,'Regiunea SUD-VEST OLTENIA',2016,812.9
Total,'Regiunea SUD-VEST OLTENIA',2017,813.6
Total,'Regiunea SUD-VEST OLTENIA',2018,813.9
Total,'Regiunea SUD-VEST OLTENIA',2019,813.8
Total,Dolj,1990,81.7
Total,Dolj,1991,81.7
Total,Dolj,1992,81.7
Total,Dolj,1993,81.7
Total,Dolj,1994,81.7
Total,Dolj,1995,82.0
Total,Dolj,1996,82.0
Total,Dolj,1997,81.9
Total,Dolj,1998,83.2
Total,Dolj,1999,83.5
Total,Dolj,2000,83.5
Total,Dolj,2001,83.5
Total,Dolj,2002,85.7
Total,Dolj,2003,85.6
Total,Dolj,2004,85.6
Total,Dolj,2005,85.7
Total,Dolj,2006,86.4
Total,Dolj,2007,86.2
Total,Dolj,2008,86.5
Total,Dolj,2009,86.4
Total,Dolj,2010,86.5
Total,Dolj,2011,86.9
Total,Dolj,2012,86.9
Total,Dolj,2013,88.8
Total,Dolj,2014,88.9
Total,Dolj,2015,89.0
Total,Dolj,2016,89.0
Total,Dolj,2017,88.4
Total,Dolj,2018,88.5
Total,Dolj,2019,88.5
Total,Gorj,1990,253.8
Total,Gorj,1991,253.4
Total,Gorj,1992,253.5
Total,Gorj,1993,255.0
Total,Gorj,1994,254.9
Total,Gorj,1995,248.9
Total,Gorj,1996,249.0
Total,Gorj,1997,248.8
Total,Gorj,1998,248.8
Total,Gorj,1999,248.8
Total,Gorj,2000,248.7
Total,Gorj,2001,248.9
Total,Gorj,2002,248.0
Total,Gorj,2003,247.9
Total,Gorj,2004,247.7
Total,Gorj,2005,247.3
Total,Gorj,2006,248.1
Total,Gorj,2007,249.8
Total,Gorj,2008,247.8
Total,Gorj,2009,247.8
Total,Gorj,2010,248.0
Total,Gorj,2011,248.1
Total,Gorj,2012,248.1
Total,Gorj,2013,248.1
Total,Gorj,2014,248.4
Total,Gorj,2015,249.2
Total,Gorj,2016,249.3
Total,Gorj,2017,249.7
Total,Gorj,2018,249.7
Total,Gorj,2019,249.5
Total,Mehedinti,1990,146.2
Total,Mehedinti,1991,146.2
Total,Mehedinti,1992,146.4
Total,Mehedinti,1993,146.4
Total,Mehedinti,1994,146.5
Total,Mehedinti,1995,146.3
Total,Mehedinti,1996,146.3
Total,Mehedinti,1997,146.3
Total,Mehedinti,1998,146.2
Total,Mehedinti,1999,146.2
Total,Mehedinti,2000,146.2
Total,Mehedinti,2001,146.4
Total,Mehedinti,2002,146.2
Total,Mehedinti,2003,146.4
Total,Mehedinti,2004,146.6
Total,Mehedinti,2005,146.9
Total,Mehedinti,2006,146.9
Total,Mehedinti,2007,147.8
Total,Mehedinti,2008,148.0
Total,Mehedinti,2009,148.0
Total,Mehedinti,2010,148.0
Total,Mehedinti,2011,148.1
Total,Mehedinti,2012,148.5
Total,Mehedinti,2013,148.5
Total,Mehedinti,2014,148.5
Total,Mehedinti,2015,149.1
Total,Mehedinti,2016,149.1
Total,Mehedinti,2017,149.8
Total,Mehedinti,2018,149.9
Total,Mehedinti,2019,149.4
Total,Olt,1990,53.3
Total,Olt,1991,53.3
Total,Olt,1992,53.3
Total,Olt,1993,53.3
Total,Olt,1994,51.9
Total,Olt,1995,51.8
Total,Olt,1996,51.8
Total,Olt,1997,52.1
Total,Olt,1998,52.1
Total,Olt,1999,52.1
Total,Olt,2000,52.1
Total,Olt,2001,52.0
Total,Olt,2002,53.1
Total,Olt,2003,53.0
Total,Olt,2004,53.4
Total,Olt,2005,53.0
Total,Olt,2006,52.9
Total,Olt,2007,53.7
Total,Olt,2008,54.4
Total,Olt,2009,53.6
Total,Olt,2010,53.6
Total,Olt,2011,54.0
Total,Olt,2012,54.0
Total,Olt,2013,54.1
Total,Olt,2014,54.1
Total,Olt,2015,54.1
Total,Olt,2016,54.1
Total,Olt,2017,54.1
Total,Olt,2018,54.1
Total,Olt,2019,54.1
Total,Valcea,1990,271.5
Total,Valcea,1991,271.5
Total,Valcea,1992,271.0
Total,Valcea,1993,271.2
Total,Valcea,1994,271.6
Total,Valcea,1995,270.5
Total,Valcea,1996,270.5
Total,Valcea,1997,270.8
Total,Valcea,1998,271.1
Total,Valcea,1999,271.1
Total,Valcea,2000,271.1
Total,Valcea,2001,271.1
Total,Valcea,2002,271.1
Total,Valcea,2003,269.1
Total,Valcea,2004,270.3
Total,Valcea,2005,268.8
Total,Valcea,2006,267.0
Total,Valcea,2007,267.4
Total,Valcea,2008,267.4
Total,Valcea,2009,270.3
Total,Valcea,2010,270.4
Total,Valcea,2011,270.4
Total,Valcea,2012,271.0
Total,Valcea,2013,271.0
Total,Valcea,2014,271.4
Total,Valcea,2015,271.4
Total,Valcea,2016,271.4
Total,Valcea,2017,271.6
Total,Valcea,2018,271.7
Total,Valcea,2019,272.3
Total,'Regiunea VEST',1990,1000.2
Total,'Regiunea VEST',1991,1000.2
Total,'Regiunea VEST',1992,1000.3
Total,'Regiunea VEST',1993,1002.5
Total,'Regiunea VEST',1994,998.1
Total,'Regiunea VEST',1995,1004.3
Total,'Regiunea VEST',1996,1004.3
Total,'Regiunea VEST',1997,1004.3
Total,'Regiunea VEST',1998,1003.2
Total,'Regiunea VEST',1999,1003.3
Total,'Regiunea VEST',2000,1003.3
Total,'Regiunea VEST',2001,1003.5
Total,'Regiunea VEST',2002,1004.2
Total,'Regiunea VEST',2003,1003.0
Total,'Regiunea VEST',2004,1003.1
Total,'Regiunea VEST',2005,1002.7
Total,'Regiunea VEST',2006,1018.2
Total,'Regiunea VEST',2007,1023.4
Total,'Regiunea VEST',2008,1024.2
Total,'Regiunea VEST',2009,1027.1
Total,'Regiunea VEST',2010,1038.0
Total,'Regiunea VEST',2011,1040.5
Total,'Regiunea VEST',2012,1042.1
Total,'Regiunea VEST',2013,1047.7
Total,'Regiunea VEST',2014,1049.6
Total,'Regiunea VEST',2015,1054.1
Total,'Regiunea VEST',2016,1054.8
Total,'Regiunea VEST',2017,1056.3
Total,'Regiunea VEST',2018,1062.8
Total,'Regiunea VEST',2019,1067.1
Total,Arad,1990,203.4
Total,Arad,1991,203.4
Total,Arad,1992,203.4
Total,Arad,1993,207.2
Total,Arad,1994,203.7
Total,Arad,1995,203.4
Total,Arad,1996,203.5
Total,Arad,1997,203.5
Total,Arad,1998,203.5
Total,Arad,1999,203.6
Total,Arad,2000,203.4
Total,Arad,2001,203.5
Total,Arad,2002,204.0
Total,Arad,2003,201.7
Total,Arad,2004,201.7
Total,Arad,2005,200.8
Total,Arad,2006,200.8
Total,Arad,2007,204.4
Total,Arad,2008,205.1
Total,Arad,2009,207.7
Total,Arad,2010,210.4
Total,Arad,2011,211.5
Total,Arad,2012,211.5
Total,Arad,2013,211.5
Total,Arad,2014,211.5
Total,Arad,2015,211.5
Total,Arad,2016,211.5
Total,Arad,2017,211.5
Total,Arad,2018,211.7
Total,Arad,2019,211.7
Total,Caras-Severin,1990,391.2
Total,Caras-Severin,1991,391.2
Total,Caras-Severin,1992,391.1
Total,Caras-Severin,1993,391.2
Total,Caras-Severin,1994,390.5
Total,Caras-Severin,1995,390.6
Total,Caras-Severin,1996,390.6
Total,Caras-Severin,1997,390.4
Total,Caras-Severin,1998,389.4
Total,Caras-Severin,1999,389.1
Total,Caras-Severin,2000,389.0
Total,Caras-Severin,2001,389.1
Total,Caras-Severin,2002,389.1
Total,Caras-Severin,2003,388.8
Total,Caras-Severin,2004,388.9
Total,Caras-Severin,2005,389.1
Total,Caras-Severin,2006,403.4
Total,Caras-Severin,2007,403.6
Total,Caras-Severin,2008,403.0
