Category,Region,Year,Value
Total,TOTAL,1990,6371.0
Total,TOTAL,1991,6367.6
Total,TOTAL,1992,6368.2
Total,TOTAL,1993,6366.9
Total,TOTAL,1994,6369.0
Total,TOTAL,1995,6368.8
Total,TOTAL,1996,6365.7
Total,TOTAL,1997,6367.3
Total,TOTAL,1998,6367.1
Total,TOTAL,1999,6367.3
Total,TOTAL,2000,6366.5
Total,TOTAL,2001,6366.8
Total,TOTAL,2002,6387.8
Total,TOTAL,2003,6368.5
Total,TOTAL,2004,6382.2
Total,TOTAL,2005,6390.6
Total,TOTAL,2006,6427.7
Total,TOTAL,2007,6484.6
Total,TOTAL,2008,6469.9
Total,TOTAL,2009,6494.7
Total,TOTAL,2010,6515.1
Total,TOTAL,2011,6521.8
Total,TOTAL,2012,6529.1
Total,TOTAL,2013,6538.5
Total,TOTAL,2014,6544.6
Total,TOTAL,2015,6555.1
Total,TOTAL,2016,6559.0
Total,TOTAL,2017,6564.9
Total,TOTAL,2018,6583.1
Total,TOTAL,2019,6592.2
Total,'MACROREGIUNEA UNU',1990,2148.6
Total,'MACROREGIUNEA UNU',1991,2149.2
Total,'MACROREGIUNEA UNU',1992,2150.2
Total,'MACROREGIUNEA UNU',1993,2145.3
Total,'MACROREGIUNEA UNU',1994,2149.3
Total,'MACROREGIUNEA UNU',1995,2148.8
Total,'MACROREGIUNEA UNU',1996,2147.8
Total,'MACROREGIUNEA UNU',1997,2149.0
Total,'MACROREGIUNEA UNU',1998,2148.9
Total,'MACROREGIUNEA UNU',1999,2149.1
Total,'MACROREGIUNEA UNU',2000,2149.5
Total,'MACROREGIUNEA UNU',2001,2149.4
Total,'MACROREGIUNEA UNU',2002,2158.3
Total,'MACROREGIUNEA UNU',2003,2150.5
Total,'MACROREGIUNEA UNU',2004,2150.9
Total,'MACROREGIUNEA UNU',2005,2158.6
Total,'MACROREGIUNEA UNU',2006,2190.7
Total,'MACROREGIUNEA UNU',2007,2232.2
Total,'MACROREGIUNEA UNU',2008,2229.6
Total,'MACROREGIUNEA UNU',2009,2236.6
Total,'MACROREGIUNEA UNU',2010,2242.2
Total,'MACROREGIUNEA UNU',2011,2248.1
Total,'MACROREGIUNEA UNU',2012,2249.6
Total,'MACROREGIUNEA UNU',2013,2254.6
Total,'MACROREGIUNEA UNU',2014,2256.1
Total,'MACROREGIUNEA UNU',2015,2256.0
Total,'MACROREGIUNEA UNU',2016,2257.6
Total,'MACROREGIUNEA UNU',2017,2259.7
Total,'MACROREGIUNEA UNU',2018,2269.5
Total,'MACROREGIUNEA UNU',2019,2272.1
Total,'Regiunea NORD-VEST',1990,963.5
Total,'Regiunea NORD-VEST',1991,964.0
Total,'Regiunea NORD-VEST',1992,964.6
Total,'Regiunea NORD-VEST',1993,960.8
Total,'Regiunea NORD-VEST',1994,964.7
Total,'Regiunea NORD-VEST',1995,964.5
Total,'Regiunea NORD-VEST',1996,963.0
Total,'Regiunea NORD-VEST',1997,964.2
Total,'Regiunea NORD-VEST',1998,964.0
Total,'Regiunea NORD-VEST',1999,964.1
Total,'Regiunea NORD-VEST',2000,964.3
Total,'Regiunea NORD-VEST',2001,964.3
Total,'Regiunea NORD-VEST',2002,977.7
Total,'Regiunea NORD-VEST',2003,966.3
Total,'Regiunea NORD-VEST',2004,963.9
Total,'Regiunea NORD-VEST',2005,968.2
Total,'Regiunea NORD-VEST',2006,963.9
Total,'Regiunea NORD-VEST',2007,967.7
Total,'Regiunea NORD-VEST',2008,977.2
Total,'Regiunea NORD-VEST',2009,979.3
Total,'Regiunea NORD-VEST',2010,986.6
Total,'Regiunea NORD-VEST',2011,988.5
Total,'Regiunea NORD-VEST',2012,989.7
Total,'Regiunea NORD-VEST',2013,990.6
Total,'Regiunea NORD-VEST',2014,990.9
Total,'Regiunea NORD-VEST',2015,992.6
Total,'Regiunea NORD-VEST',2016,993.9
Total,'Regiunea NORD-VEST',2017,994.6
Total,'Regiunea NORD-VEST',2018,1000.4
Total,'Regiunea NORD-VEST',2019,1001.9
Total,Bihor,1990,195.4
Total,Bihor,1991,195.4
Total,Bihor,1992,195.4
Total,Bihor,1993,191.7
Total,Bihor,1994,194.7
Total,Bihor,1995,195.3
Total,Bihor,1996,195.3
Total,Bihor,1997,195.3
Total,Bihor,1998,195.5
Total,Bihor,1999,195.5
Total,Bihor,2000,195.5
Total,Bihor,2001,195.6
Total,Bihor,2002,198.2
Total,Bihor,2003,195.4
Total,Bihor,2004,195.3
Total,Bihor,2005,193.4
Total,Bihor,2006,200.3
Total,Bihor,2007,206.7
Total,Bihor,2008,208.1
Total,Bihor,2009,209.2
Total,Bihor,2010,209.2
Total,Bihor,2011,209.2
Total,Bihor,2012,209.2
Total,Bihor,2013,209.2
Total,Bihor,2014,209.3
Total,Bihor,2015,209.3
Total,Bihor,2016,209.3
Total,Bihor,2017,209.4
Total,Bihor,2018,211.2
Total,Bihor,2019,211.2
Total,Bistrita-Nasaud,1990,189.5
Total,Bistrita-Nasaud,1991,189.9
Total,Bistrita-Nasaud,1992,189.9
Total,Bistrita-Nasaud,1993,189.9
Total,Bistrita-Nasaud,1994,190.0
Total,Bistrita-Nasaud,1995,189.8
Total,Bistrita-Nasaud,1996,188.6
Total,Bistrita-Nasaud,1997,189.7
Total,Bistrita-Nasaud,1998,189.6
Total,Bistrita-Nasaud,1999,189.6
Total,Bistrita-Nasaud,2000,189.8
Total,Bistrita-Nasaud,2001,189.8
Total,Bistrita-Nasaud,2002,200.8
Total,Bistrita-Nasaud,2003,190.3
Total,Bistrita-Nasaud,2004,190.3
Total,Bistrita-Nasaud,2005,192.7
Total,Bistrita-Nasaud,2006,191.8
Total,Bistrita-Nasaud,2007,192.1
Total,Bistrita-Nasaud,2008,190.9
Total,Bistrita-Nasaud,2009,192.3
Total,Bistrita-Nasaud,2010,192.4
Total,Bistrita-Nasaud,2011,192.3
Total,Bistrita-Nasaud,2012,192.4
Total,Bistrita-Nasaud,2013,192.5
Total,Bistrita-Nasaud,2014,192.5
Total,Bistrita-Nasaud,2015,192.5
Total,Bistrita-Nasaud,2016,192.5
Total,Bistrita-Nasaud,2017,192.4
Total,Bistrita-Nasaud,2018,192.6
Total,Bistrita-Nasaud,2019,192.6
Total,Cluj,1990,152.8
Total,Cluj,1991,152.8
Total,Cluj,1992,152.9
Total,Cluj,1993,152.9
Total,Cluj,1994,153.6
Total,Cluj,1995,152.8
Total,Cluj,1996,152.6
Total,Cluj,1997,152.6
Total,Cluj,1998,152.6
Total,Cluj,1999,152.6
Total,Cluj,2000,152.4
Total,Cluj,2001,152.3
Total,Cluj,2002,152.1
Total,Cluj,2003,152.3
Total,Cluj,2004,152.3
Total,Cluj,2005,155.6
Total,Cluj,2006,145.7
Total,Cluj,2007,147.5
Total,Cluj,2008,149.8
Total,Cluj,2009,149.5
Total,Cluj,2010,157.7
Total,Cluj,2011,159.9
Total,Cluj,2012,160.7
Total,Cluj,2013,161.3
Total,Cluj,2014,161.3
Total,Cluj,2015,162.7
Total,Cluj,2016,164.1
Total,Cluj,2017,164.6
Total,Cluj,2018,168.1
Total,Cluj,2019,169.6
Total,Maramures,1990,262.2
Total,Maramures,1991,262.2
Total,Maramures,1992,262.7
Total,Maramures,1993,262.6
Total,Maramures,1994,263.2
Total,Maramures,1995,263.1
Total,Maramures,1996,263.1
Total,Maramures,1997,263.2
Total,Maramures,1998,263.0
Total,Maramures,1999,263.1
Total,Maramures,2000,263.0
Total,Maramures,2001,263.0
Total,Maramures,2002,263.0
Total,Maramures,2003,265.0
Total,Maramures,2004,262.7
Total,Maramures,2005,263.3
Total,Maramures,2006,260.0
Total,Maramures,2007,255.3
Total,Maramures,2008,260.0
Total,Maramures,2009,259.8
Total,Maramures,2010,258.9
Total,Maramures,2011,258.6
Total,Maramures,2012,259.0
Total,Maramures,2013,259.1
Total,Maramures,2014,259.3
Total,Maramures,2015,259.6
Total,Maramures,2016,259.6
Total,Maramures,2017,259.8
Total,Maramures,2018,260.0
Total,Maramures,2019,260.0
Total,'Satu Mare',1990,68.6
Total,'Satu Mare',1991,68.6
Total,'Satu Mare',1992,68.5
Total,'Satu Mare',1993,68.5
Total,'Satu Mare',1994,68.0
Total,'Satu Mare',1995,68.0
Total,'Satu Mare',1996,68.0
Total,'Satu Mare',1997,68.0
Total,'Satu Mare',1998,67.9
Total,'Satu Mare',1999,67.9
Total,'Satu Mare',2000,68.0
Total,'Satu Mare',2001,68.0
Total,'Satu Mare',2002,68.0
Total,'Satu Mare',2003,67.8
Total,'Satu Mare',2004,67.8
Total,'Satu Mare',2005,68.0
Total,'Satu Mare',2006,70.2
Total,'Satu Mare',2007,70.2
Total,'Satu Mare',2008,72.5
Total,'Satu Mare',2009,72.6
Total,'Satu Mare',2010,72.5
Total,'Satu Mare',2011,72.6
Total,'Satu Mare',2012,72.6
Total,'Satu Mare',2013,72.6
Total,'Satu Mare',2014,72.6
Total,'Satu Mare',2015,72.6
Total,'Satu Mare',2016,72.5
Total,'Satu Mare',2017,72.5
Total,'Satu Mare',2018,72.6
Total,'Satu Mare',2019,72.6
Total,Salaj,1990,95.0
Total,Salaj,1991,95.1
Total,Salaj,1992,95.2
Total,Salaj,1993,95.2
Total,Salaj,1994,95.2
Total,Salaj,1995,95.5
Total,Salaj,1996,95.4
Total,Salaj,1997,95.4
Total,Salaj,1998,95.4
Total,Salaj,1999,95.4
Total,Salaj,2000,95.6
Total,Salaj,2001,95.6
Total,Salaj,2002,95.6
Total,Salaj,2003,95.5
Total,Salaj,2004,95.5
Total,Salaj,2005,95.2
Total,Salaj,2006,95.9
Total,Salaj,2007,95.9
Total,Salaj,2008,95.9
Total,Salaj,2009,95.9
Total,Salaj,2010,95.9
Total,Salaj,2011,95.9
Total,Salaj,2012,95.8
Total,Salaj,2013,95.9
Total,Salaj,2014,95.9
Total,Salaj,2015,95.9
Total,Salaj,2016,95.9
Total,Salaj,2017,95.9
Total,Salaj,2018,95.9
Total,Salaj,2019,95.9
Total,'Regiunea CENTRU',1990,1185.1
Total,'Regiunea CENTRU',1991,1185.2
Total,'Regiunea CENTRU',1992,1185.6
Total,'Regiunea CENTRU',1993,1184.5
Total,'Regiunea CENTRU',1994,1184.6
Total,'Regiunea CENTRU',1995,1184.3
Total,'Regiunea CENTRU',1996,1184.8
Total,'Regiunea CENTRU',1997,1184.8
Total,'Regiunea CENTRU',1998,1184.9
Total,'Regiunea CENTRU',1999,1185.0
Total,'Regiunea CENTRU',2000,1185.2
Total,'Regiunea CENTRU',2001,1185.1
Total,'Regiunea CENTRU',2002,1180.6
Total,'Regiunea CENTRU',2003,1184.2
Total,'Regiunea CENTRU',2004,1187.0
Total,'Regiunea CENTRU',2005,1190.4
Total,'Regiunea CENTRU',2006,1226.8
Total,'Regiunea CENTRU',2007,1264.5
Total,'Regiunea CENTRU',2008,1252.4
Total,'Regiunea CENTRU',2009,1257.3
Total,'Regiunea CENTRU',2010,1255.6
Total,'Regiunea CENTRU',2011,1259.6
Total,'Regiunea CENTRU',2012,1259.9
Total,'Regiunea CENTRU',2013,1264.0
Total,'Regiunea CENTRU',2014,1265.2
Total,'Regiunea CENTRU',2015,1263.4
Total,'Regiunea CENTRU',2016,1263.7
Total,'Regiunea CENTRU',2017,1265.1
Total,'Regiunea CENTRU',2018,1269.1
Total,'Regiunea CENTRU',2019,1270.2
Total,Alba,1990,206.9
Total,Alba,1991,206.9
Total,Alba,1992,206.8
Total,Alba,1993,206.5
Total,Alba,1994,206.6
Total,Alba,1995,206.9
Total,Alba,1996,207.1
Total,Alba,1997,207.0
Total,Alba,1998,207.0
Total,Alba,1999,207.0
Total,Alba,2000,207.1
Total,Alba,2001,207.1
Total,Alba,2002,206.9
Total,Alba,2003,206.1
Total,Alba,2004,206.1
Total,Alba,2005,206.1
Total,Alba,2006,206.3
Total,Alba,2007,206.8
Total,Alba,2008,206.9
Total,Alba,2009,206.4
Total,Alba,2010,206.3
Total,Alba,2011,206.6
Total,Alba,2012,206.1
Total,Alba,2013,206.2
Total,Alba,2014,206.5
Total,Alba,2015,203.7
Total,Alba,2016,203.9
Total,Alba,2017,204.3
Total,Alba,2018,206.8
Total,Alba,2019,206.9
Total,Brasov,1990,190.2
Total,Brasov,1991,190.1
Total,Brasov,1992,190.1
Total,Brasov,1993,190.1
Total,Brasov,1994,190.2
Total,Brasov,1995,189.7
Total,Brasov,1996,189.9
Total,Brasov,1997,189.9
Total,Brasov,1998,190.0
Total,Brasov,1999,190.0
Total,Brasov,2000,190.0
Total,Brasov,2001,190.1
Total,Brasov,2002,190.6
Total,Brasov,2003,190.2
Total,Brasov,2004,190.1
Total,Brasov,2005,190.2
Total,Brasov,2006,197.7
Total,Brasov,2007,202.9
Total,Brasov,2008,202.9
Total,Brasov,2009,204.3
Total,Brasov,2010,204.3
Total,Brasov,2011,204.4
Total,Brasov,2012,204.7
Total,Brasov,2013,205.0
Total,Brasov,2014,205.0
Total,Brasov,2015,205.2
Total,Brasov,2016,205.2
Total,Brasov,2017,205.1
Total,Brasov,2018,205.2
Total,Brasov,2019,205.2
Total,Covasna,1990,162.1
Total,Covasna,1991,162.1
Total,Covasna,1992,162.4
Total,Covasna,1993,161.7
Total,Covasna,1994,162.0
Total,Covasna,1995,162.2
Total,Covasna,1996,161.9
Total,Covasna,1997,162.0
Total,Covasna,1998,161.9
Total,Covasna,1999,161.9
Total,Covasna,2000,161.9
Total,Covasna,2001,161.7
Total,Covasna,2002,161.0
Total,Covasna,2003,161.8
Total,Covasna,2004,161.2
Total,Covasna,2005,161.4
Total,Covasna,2006,162.4
Total,Covasna,2007,175.1
Total,Covasna,2008,162.6
Total,Covasna,2009,168.7
Total,Covasna,2010,167.2
Total,Covasna,2011,170.2
Total,Covasna,2012,170.2
Total,Covasna,2013,171.3
Total,Covasna,2014,171.3
Total,Covasna,2015,171.4
Total,Covasna,2016,171.5
Total,Covasna,2017,171.4
Total,Covasna,2018,171.4
Total,Covasna,2019,171.4
Total,Harghita,1990,231.2
Total,Harghita,1991,231.3
Total,Harghita,1992,231.3
Total,Harghita,1993,231.3
Total,Harghita,1994,230.8
Total,Harghita,1995,231.1
Total,Harghita,1996,231.3
Total,Harghita,1997,231.4
Total,Harghita,1998,231.5
Total,Harghita,1999,231.5
Total,Harghita,2000,231.4
Total,Harghita,2001,231.4
Total,Harghita,2002,226.9
Total,Harghita,2003,231.0
Total,Harghita,2004,234.9
Total,Harghita,2005,237.4
Total,Harghita,2006,265.4
Total,Harghita,2007,272.8
Total,Harghita,2008,264.8
Total,Harghita,2009,264.1
Total,Harghita,2010,262.3
Total,Harghita,2011,262.4
Total,Harghita,2012,262.4
Total,Harghita,2013,264.1
Total,Harghita,2014,264.1
Total,Harghita,2015,264.1
Total,Harghita,2016,264.1
Total,Harghita,2017,264.1
Total,Harghita,2018,264.1
Total,Harghita,2019,264.1
Total,Mures,1990,208.3
Total,Mures,1991,208.3
Total,Mures,1992,208.3
Total,Mures,1993,208.2
Total,Mures,1994,208.4
Total,Mures,1995,208.2
Total,Mures,1996,208.2
Total,Mures,1997,208.1
Total,Mures,1998,208.1
Total,Mures,1999,208.1
Total,Mures,2000,208.4
Total,Mures,2001,208.4
Total,Mures,2002,208.4
Total,Mures,2003,208.3
Total,Mures,2004,208.3
Total,Mures,2005,208.5
Total,Mures,2006,208.5
Total,Mures,2007,208.5
Total,Mures,2008,225.2
Total,Mures,2009,219.4
Total,Mures,2010,219.6
Total,Mures,2011,219.7
Total,Mures,2012,219.8
Total,Mures,2013,219.7
Total,Mures,2014,219.8
Total,Mures,2015,220.1
Total,Mures,2016,220.1
Total,Mures,2017,220.1
Total,Mures,2018,220.0
Total,Mures,2019,220.7
Total,Sibiu,1990,186.4
Total,Sibiu,1991,186.5
Total,Sibiu,1992,186.7
Total,Sibiu,1993,186.7
Total,Sibiu,1994,186.6
Total,Sibiu,1995,186.2
Total,Sibiu,1996,186.4
Total,Sibiu,1997,186.4
Total,Sibiu,1998,186.4
Total,Sibiu,1999,186.5
Total,Sibiu,2000,186.4
Total,Sibiu,2001,186.4
Total,Sibiu,2002,186.8
Total,Sibiu,2003,186.8
Total,Sibiu,2004,186.4
Total,Sibiu,2005,186.8
Total,Sibiu,2006,186.5
Total,Sibiu,2007,198.4
Total,Sibiu,2008,190.0
Total,Sibiu,2009,194.4
Total,Sibiu,2010,195.9
Total,Sibiu,2011,196.3
Total,Sibiu,2012,196.7
Total,Sibiu,2013,197.7
Total,Sibiu,2014,198.5
Total,Sibiu,2015,198.9
Total,Sibiu,2016,198.9
Total,Sibiu,2017,200.1
Total,Sibiu,2018,201.6
Total,Sibiu,2019,201.9
Total,'MACROREGIUNEA DOI',1990,1728.5
Total,'MACROREGIUNEA DOI',1991,1725.3
Total,'MACROREGIUNEA DOI',1992,1725.1
Total,'MACROREGIUNEA DOI',1993,1725.4
Total,'MACROREGIUNEA DOI',1994,1729.1
Total,'MACROREGIUNEA DOI',1995,1729.0
Total,'MACROREGIUNEA DOI',1996,1726.5
Total,'MACROREGIUNEA DOI',1997,1727.3
Total,'MACROREGIUNEA DOI',1998,1727.2
Total,'MACROREGIUNEA DOI',1999,1726.9
Total,'MACROREGIUNEA DOI',2000,1726.3
Total,'MACROREGIUNEA DOI',2001,1726.0
Total,'MACROREGIUNEA DOI',2002,1735.4
Total,'MACROREGIUNEA DOI',2003,1730.6
Total,'MACROREGIUNEA DOI',2004,1742.0
Total,'MACROREGIUNEA DOI',2005,1743.9
Total,'MACROREGIUNEA DOI',2006,1731.9
Total,'MACROREGIUNEA DOI',2007,1740.3
Total,'MACROREGIUNEA DOI',2008,1728.3
Total,'MACROREGIUNEA DOI',2009,1741.6
Total,'MACROREGIUNEA DOI',2010,1742.9
Total,'MACROREGIUNEA DOI',2011,1740.7
Total,'MACROREGIUNEA DOI',2012,1743.8
Total,'MACROREGIUNEA DOI',2013,1740.6
Total,'MACROREGIUNEA DOI',2014,1742.4
Total,'MACROREGIUNEA DOI',2015,1747.0
Total,'MACROREGIUNEA DOI',2016,1748.4
Total,'MACROREGIUNEA DOI',2017,1749.4
Total,'MACROREGIUNEA DOI',2018,1751.7
Total,'MACROREGIUNEA DOI',2019,1753.8
Total,'Regiunea NORD-EST',1990,1186.6
Total,'Regiunea NORD-EST',1991,1185.7
Total,'Regiunea NORD-EST',1992,1185.4
Total,'Regiunea NORD-EST',1993,1185.4
Total,'Regiunea NORD-EST',1994,1186.4
Total,'Regiunea NORD-EST',1995,1185.7
Total,'Regiunea NORD-EST',1996,1185.2
Total,'Regiunea NORD-EST',1997,1185.3
Total,'Regiunea NORD-EST',1998,1185.6
Total,'Regiunea NORD-EST',1999,1185.3
Total,'Regiunea NORD-EST',2000,1184.8
Total,'Regiunea NORD-EST',2001,1184.8
Total,'Regiunea NORD-EST',2002,1185.2
Total,'Regiunea NORD-EST',2003,1188.0
Total,'Regiunea NORD-EST',2004,1190.8
Total,'Regiunea NORD-EST',2005,1193.3
Total,'Regiunea NORD-EST',2006,1189.1
Total,'Regiunea NORD-EST',2007,1188.4
Total,'Regiunea NORD-EST',2008,1181.2
Total,'Regiunea NORD-EST',2009,1189.8
Total,'Regiunea NORD-EST',2010,1190.7
Total,'Regiunea NORD-EST',2011,1192.0
Total,'Regiunea NORD-EST',2012,1192.4
Total,'Regiunea NORD-EST',2013,1192.5
Total,'Regiunea NORD-EST',2014,1194.1
Total,'Regiunea NORD-EST',2015,1196.4
Total,'Regiunea NORD-EST',2016,1197.4
Total,'Regiunea NORD-EST',2017,1198.1
Total,'Regiunea NORD-EST',2018,1199.9
Total,'Regiunea NORD-EST',2019,1200.3
Total,Bacau,1990,266.7
Total,Bacau,1991,266.3
Total,Bacau,1992,284.3
Total,Bacau,1993,266.7
Total,Bacau,1994,267.0
Total,Bacau,1995,266.9
Total,Bacau,1996,266.5
Total,Bacau,1997,266.6
Total,Bacau,1998,267.0
Total,Bacau,1999,266.8
Total,Bacau,2000,266.6
Total,Bacau,2001,266.6
Total,Bacau,2002,266.6
Total,Bacau,2003,269.6
Total,Bacau,2004,271.5
Total,Bacau,2005,271.3
Total,Bacau,2006,267.9
Total,Bacau,2007,268.8
Total,Bacau,2008,268.8
Total,Bacau,2009,269.1
Total,Bacau,2010,269.9
Total,Bacau,2011,270.2
Total,Bacau,2012,270.2
Total,Bacau,2013,270.2
Total,Bacau,2014,270.2
Total,Bacau,2015,269.9
Total,Bacau,2016,270.2
Total,Bacau,2017,270.4
Total,Bacau,2018,271.7
Total,Bacau,2019,272.2
Total,Botosani,1990,55.7
Total,Botosani,1991,55.7
Total,Botosani,1992,55.7
Total,Botosani,1993,55.7
Total,Botosani,1994,55.9
Total,Botosani,1995,55.8
Total,Botosani,1996,55.8
Total,Botosani,1997,55.8
Total,Botosani,1998,55.8
Total,Botosani,1999,55.8
Total,Botosani,2000,55.8
Total,Botosani,2001,55.8
Total,Botosani,2002,56.0
Total,Botosani,2003,56.0
Total,Botosani,2004,56.0
Total,Botosani,2005,56.1
Total,Botosani,2006,56.3
Total,Botosani,2007,56.4
Total,Botosani,2008,56.4
Total,Botosani,2009,56.4
Total,Botosani,2010,56.4
Total,Botosani,2011,56.4
Total,Botosani,2012,56.4
Total,Botosani,2013,56.5
Total,Botosani,2014,56.8
Total,Botosani,2015,57.0
Total,Botosani,2016,57.0
Total,Botosani,2017,57.0
Total,Botosani,2018,57.0
Total,Botosani,2019,57.0
Total,Iasi,1990,97.2
Total,Iasi,1991,96.8
Total,Iasi,1992,96.6
Total,Iasi,1993,96.6
Total,Iasi,1994,97.0
Total,Iasi,1995,96.8
Total,Iasi,1996,96.8
Total,Iasi,1997,96.9
Total,Iasi,1998,96.6
Total,Iasi,1999,96.9
Total,Iasi,2000,97.2
Total,Iasi,2001,97.2
Total,Iasi,2002,97.2
Total,Iasi,2003,97.2
Total,Iasi,2004,97.6
Total,Iasi,2005,97.7
Total,Iasi,2006,97.5
Total,Iasi,2007,97.4
Total,Iasi,2008,97.8
Total,Iasi,2009,97.6
Total,Iasi,2010,97.6
Total,Iasi,2011,97.7
Total,Iasi,2012,97.6
Total,Iasi,2013,97.7
Total,Iasi,2014,97.6
Total,Iasi,2015,97.8
Total,Iasi,2016,97.8
Total,Iasi,2017,97.9
Total,Iasi,2018,98.0
Total,Iasi,2019,98.0
Total,Neamt,1990,260.4
Total,Neamt,1991,260.6
Total,Neamt,1992,242.8
Total,Neamt,1993,260.5
Total,Neamt,1994,260.5
Total,Neamt,1995,260.5
Total,Neamt,1996,260.4
Total,Neamt,1997,260.4
Total,Neamt,1998,260.1
Total,Neamt,1999,260.0
Total,Neamt,2000,259.9
Total,Neamt,2001,259.8
Total,Neamt,2002,260.1
Total,Neamt,2003,259.2
Total,Neamt,2004,259.0
Total,Neamt,2005,261.3
Total,Neamt,2006,258.5
Total,Neamt,2007,258.4
Total,Neamt,2008,259.0
Total,Neamt,2009,258.9
Total,Neamt,2010,259.0
Total,Neamt,2011,259.0
Total,Neamt,2012,259.3
Total,Neamt,2013,259.2
Total,Neamt,2014,260.1
Total,Neamt,2015,261.8
Total,Neamt,2016,262.0
Total,Neamt,2017,262.2
Total,Neamt,2018,262.4
Total,Neamt,2019,262.5
Total,Suceava,1990,436.1
Total,Suceava,1991,435.8
Total,Suceava,1992,435.6
Total,Suceava,1993,435.6
Total,Suceava,1994,435.5
Total,Suceava,1995,435.2
Total,Suceava,1996,435.2
Total,Suceava,1997,435.1
Total,Suceava,1998,435.3
Total,Suceava,1999,435.3
Total,Suceava,2000,434.8
Total,Suceava,2001,434.8
Total,Suceava,2002,434.9
Total,Suceava,2003,435.1
Total,Suceava,2004,435.1
Total,Suceava,2005,435.0
Total,Suceava,2006,435.0
Total,Suceava,2007,435.0
Total,Suceava,2008,435.2
Total,Suceava,2009,435.3
Total,Suceava,2010,435.3
Total,Suceava,2011,436.1
Total,Suceava,2012,436.4
Total,Suceava,2013,436.7
Total,Suceava,2014,437.1
Total,Suceava,2015,437.5
Total,Suceava,2016,437.8
Total,Suceava,2017,437.8
Total,Suceava,2018,437.8
Total,Suceava,2019,437.9
Total,Vaslui,1990,70.5
Total,Vaslui,1991,70.5
Total,Vaslui,1992,70.4
Total,Vaslui,1993,70.3
Total,Vaslui,1994,70.5
Total,Vaslui,1995,70.5
Total,Vaslui,1996,70.5
Total,Vaslui,1997,70.5
Total,Vaslui,1998,70.8
Total,Vaslui,1999,70.5
Total,Vaslui,2000,70.5
Total,Vaslui,2001,70.6
Total,Vaslui,2002,70.4
Total,Vaslui,2003,70.9
Total,Vaslui,2004,71.6
Total,Vaslui,2005,71.9
Total,Vaslui,2006,73.9
Total,Vaslui,2007,72.4
Total,Vaslui,2008,64.0
Total,Vaslui,2009,72.5
Total,Vaslui,2010,72.5
Total,Vaslui,2011,72.6
Total,Vaslui,2012,72.5
Total,Vaslui,2013,72.2
Total,Vaslui,2014,72.3
Total,Vaslui,2015,72.4
Total,Vaslui,2016,72.6
Total,Vaslui,2017,72.8
Total,Vaslui,2018,73.0
Total,Vaslui,2019,72.7
Total,'Regiunea SUD-EST',1990,541.9
Total,'Regiunea SUD-EST',1991,539.6
Total,'Regiunea SUD-EST',1992,539.7
Total,'Regiunea SUD-EST',1993,540.0
Total,'Regiunea SUD-EST',1994,542.7
Total,'Regiunea SUD-EST',1995,543.3
Total,'Regiunea SUD-EST',1996,541.3
Total,'Regiunea SUD-EST',1997,542.0
Total,'Regiunea SUD-EST',1998,541.6
Total,'Regiunea SUD-EST',1999,541.6
Total,'Regiunea SUD-EST',2000,541.5
Total,'Regiunea SUD-EST',2001,541.2
Total,'Regiunea SUD-EST',2002,550.2
Total,'Regiunea SUD-EST',2003,542.6
Total,'Regiunea SUD-EST',2004,551.2
Total,'Regiunea SUD-EST',2005,550.6
Total,'Regiunea SUD-EST',2006,542.8
Total,'Regiunea SUD-EST',2007,551.9
Total,'Regiunea SUD-EST',2008,547.1
Total,'Regiunea SUD-EST',2009,551.8
Total,'Regiunea SUD-EST',2010,552.2
Total,'Regiunea SUD-EST',2011,548.7
Total,'Regiunea SUD-EST',2012,551.4
Total,'Regiunea SUD-EST',2013,548.1
Total,'Regiunea SUD-EST',2014,548.3
Total,'Regiunea SUD-EST',2015,550.6
Total,'Regiunea SUD-EST',2016,551.0
Total,'Regiunea SUD-EST',2017,551.3
Total,'Regiunea SUD-EST',2018,551.8
Total,'Regiunea SUD-EST',2019,553.5
Total,Braila,1990,24.2
Total,Braila,1991,24.2
Total,Braila,1992,24.2
Total,Braila,1993,24.2
Total,Braila,1994,25.7
Total,Braila,1995,25.5
Total,Braila,1996,25.9
Total,Braila,1997,25.9
Total,Braila,1998,25.9
Total,Braila,1999,25.9
Total,Braila,2000,25.8
Total,Braila,2001,25.5
Total,Braila,2002,26.0
Total,Braila,2003,25.9
Total,Braila,2004,27.2
Total,Braila,2005,27.2
Total,Braila,2006,27.1
Total,Braila,2007,26.9
Total,Braila,2008,24.9
Total,Braila,2009,27.3
Total,Braila,2010,27.2
Total,Braila,2011,27.2
Total,Braila,2012,27.9
Total,Braila,2013,27.9
Total,Braila,2014,27.9
Total,Braila,2015,28.0
Total,Braila,2016,28.0
Total,Braila,2017,28.1
Total,Braila,2018,28.1
Total,Braila,2019,28.1
Total,Buzau,1990,158.4
Total,Buzau,1991,158.2
Total,Buzau,1992,158.2
Total,Buzau,1993,158.9
Total,Buzau,1994,159.7
Total,Buzau,1995,158.8
Total,Buzau,1996,158.4
Total,Buzau,1997,158.3
Total,Buzau,1998,158.3
Total,Buzau,1999,158.2
Total,Buzau,2000,158.2
Total,Buzau,2001,158.0
Total,Buzau,2002,157.6
Total,Buzau,2003,157.8
Total,Buzau,2004,158.0
Total,Buzau,2005,158.3
Total,Buzau,2006,152.0
Total,Buzau,2007,159.5
